36014,5204	74
5204,36014	74
36014,5204	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4210
5204,36014	66
36014,5204	4162
5204,36014	66
36014,5204	4162
36014,5204	13740
5204,36014	66
5204,36014	66
36014,5204	66
